"netherlands","municipality","Aa en Hunze","@aaenhunze"
"netherlands","municipality","Aalburg","@gemeenteaalburg"
"netherlands","municipality","Aalsmeer","@Aalsmeer_NL"
"netherlands","municipality","Aalten","@gemeente_aalten	"
"netherlands","municipality","Achtkarspelen","@achtkarspelen"
"netherlands","municipality","Alblasserdam","@GemAlblasserdam"
"netherlands","municipality","Albrandswaard","	@ALBRANDSWAARDzh"
"netherlands","municipality","Alkmaar","@gemeentealkmaar"
"netherlands","municipality","Almelo","@Gemeente_Almelo	"
"netherlands","municipality","Almere","@almere	"
"netherlands","municipality","Alphen aan den Rijn","@gemeenteaadr"
"netherlands","municipality","Alphen-Chaam","@gemeenteAC"
"netherlands","municipality","Ameland","@AmelandGemeente"
"netherlands","municipality","Amersfoort","@Gem_Amersfoort"
"netherlands","municipality","Amstelveen","@Gem_Amstelveen	"
"netherlands","municipality","Amsterdam","@AmsterdamNL"
"netherlands","municipality","Apeldoorn","@gem_apeldoorn"
"netherlands","municipality","Appingedam",
"netherlands","municipality","Arnhem","@gemeentearnhem"
"netherlands","municipality","Assen","@Gemeente_Assen"
"netherlands","municipality","Asten","@Gemeente_Asten"
"netherlands","municipality","Baarle-Nassau",
"netherlands","municipality","Baarn","@GemeenteBaarn"
"netherlands","municipality","Barendrecht","@BARENDRECHTzh"
"netherlands","municipality","Barneveld","	@BarneveldInfo"
"netherlands","municipality","Bedum",
"netherlands","municipality","Beek","@GemBeek"
"netherlands","municipality","Beemster","@gem_beemster"
"netherlands","municipality","Beesel","@Gemeente_Beesel"
"netherlands","municipality","Bellingwedde","@gemBellingwedde"
"netherlands","municipality","Berg en Dal","@bergendalgem"
"netherlands","municipality","Bergeijk","	@bergeijkgem"
"netherlands","municipality","Bergen (Limburg)","@Gemeente_Bergen"
"netherlands","municipality","Bergen (Noord-Holland)","	@gemeentebergen"
"netherlands","municipality","Bergen op Zoom","@Gemeente_BoZ"
"netherlands","municipality","Berkelland","@Gem_Berkelland	"
"netherlands","municipality","Bernheze","@bernhezetwit"
"netherlands","municipality","Best","@GemeenteBest"
"netherlands","municipality","Beuningen","	@gem_Beuningen"
"netherlands","municipality","Beverwijk","@gem_Beverwijk	"
"netherlands","municipality","Binnenmaas","@Binnenmaas"
"netherlands","municipality","Bladel","	@gemeente_Bladel"
"netherlands","municipality","Blaricum","	@Gem_Blaricum"
"netherlands","municipality","Bloemendaal","@bloemendaaltwit"
"netherlands","municipality","Bodegraven-Reeuwijk","@gem_BR"
"netherlands","municipality","Boekel","@gemeente_boekel	"
"netherlands","municipality","Borger-Odoorn","	@gemeenteBO"
"netherlands","municipality","Borne","@Gem_Borne"
"netherlands","municipality","Borsele","@gemeenteborsele"
"netherlands","municipality","Boxmeer","@Boxmeer"
"netherlands","municipality","Boxtel","@Boxtel"
"netherlands","municipality","Breda","@breda	"
"netherlands","municipality","Brielle","@gemeentebrielle"
"netherlands","municipality","Bronckhorst","@gem_bronckhorst	"
"netherlands","municipality","Brummen","	@gembrummen"
"netherlands","municipality","Brunssum","@Gem_Brunssum"
"netherlands","municipality","Bunnik","@gembunnik"
"netherlands","municipality","Bunschoten","@gembunschoten"
"netherlands","municipality","Buren","@gemeenteburen"
"netherlands","municipality","Capelle aan den IJssel","@Capelle_IJssel"
"netherlands","municipality","Castricum","@Castricum_NL"
"netherlands","municipality","Coevorden","	@gem_coevorden"
"netherlands","municipality","Cranendonck","@Gem_Cranendonck"
"netherlands","municipality","Cromstrijen","@GemCromstrijen"
"netherlands","municipality","Cuijk","@Cuijk"
"netherlands","municipality","Culemborg","@Culemborg"
"netherlands","municipality","Dalfsen","@gem_dalfsen"
"netherlands","municipality","Dantumadiel","	@dantumadiel"
"netherlands","municipality","De Bilt","	@GemDeBilt"
"netherlands","municipality","De Fryske Marren","@gemeenteDFM"
"netherlands","municipality","De Marne","@GemDeMarne"
"netherlands","municipality","De Ronde Venen","	@gemeentedrv"
"netherlands","municipality","De Wolden","	@GemDeWolden"
"netherlands","municipality","Delft","@GemeenteDelft"
"netherlands","municipality","Delfzijl","	@Gem_Delfzijl"
"netherlands","municipality","Den Haag","	@GemeenteDenHaag"
"netherlands","municipality","Den Helder","@Gem_DenHelder"
"netherlands","municipality","Deurne","@GemDeurne"
"netherlands","municipality","Deventer","@DeventerGem"
"netherlands","municipality","Diemen","@GemDiemen"
"netherlands","municipality","Dinkelland","@DinkellandInfo"
"netherlands","municipality","Doesburg","@Gem_Doesburg"
"netherlands","municipality","Doetinchem","@gemeenteDchem"
"netherlands","municipality","Dongen","@Gemeente_Dongen"
"netherlands","municipality","Dongeradeel","@gem_dongeradeel"
"netherlands","municipality","Dordrecht","	@GemDordrecht"
"netherlands","municipality","Drechterland","@gemdrechterland"
"netherlands","municipality","Drimmelen","	@Drimmelen140162"
"netherlands","municipality","Dronten","	@VolgDronten"
"netherlands","municipality","Druten","@gemeentedruten"
"netherlands","municipality","Duiven","@GemeenteDuiven"
"netherlands","municipality","Echt-Susteren","@Gemeente_ES"
"netherlands","municipality","Edam-Volendam","@gemEdamVolendam"
"netherlands","municipality","Ede","@GemeenteEde"
"netherlands","municipality","Eemnes","@Gem_Eemnes"
"netherlands","municipality","Eemsmond","@GemEemsmond"
"netherlands","municipality","Eersel","	@GemEersel"
"netherlands","municipality","Eijsden-Margraten","@gemeenteEM"
"netherlands","municipality","Eindhoven","@gem_Eindhoven"
"netherlands","municipality","Elburg","@gem_Elburg"
"netherlands","municipality","Emmen","@GemeenteEmmen"
"netherlands","municipality","Enkhuizen","	@GemEnkhuizen"
"netherlands","municipality","Enschede","	@Gem_Enschede"
"netherlands","municipality","Epe","@GemeenteEpe"
"netherlands","municipality","Ermelo","@GemeenteErmelo"
"netherlands","municipality","Etten-Leur","@gem_ettenleur"
"netherlands","municipality","Ferwerderadiel","@Ferwerderadiel"
"netherlands","municipality","Franekeradeel","	@Franekeradeel"
"netherlands","municipality","Geertruidenberg","@GemGeertrberg"
"netherlands","municipality","Geldermalsen","@GemGeldermalsen"
"netherlands","municipality","Geldrop-Mierlo","@gGeldrop_Mierlo"
"netherlands","municipality","Gemert-Bakel","@gemGemertBakel"
"netherlands","municipality","Gennep","@GemeenteGennep"
"netherlands","municipality","Giessenlanden","@Giessenlanden"
"netherlands","municipality","Gilze en Rijen","	@gilzerijen"
"netherlands","municipality","Goeree-Overflakkee","	@gem_go"
"netherlands","municipality","Goes","	@GemeenteGoes"
"netherlands","municipality","Goirle","@gemeente_goirle"
"netherlands","municipality","Gooise Meren","@gooisemeren"
"netherlands","municipality","Gorinchem","@gem_gorinchem"
"netherlands","municipality","Gouda","@GemeenteGouda	"
"netherlands","municipality","Grave","	@stadhuisGrave"
"netherlands","municipality","Groningen","	@stadsnieuws"
"netherlands","municipality","Grootegast","@GemGrootegast"
"netherlands","municipality","Gulpen-Wittem","@GemGulpenWittem"
"netherlands","municipality","Haaksbergen","@gemhaaksbergen"
"netherlands","municipality","Haaren","	@gemhaaren	"
"netherlands","municipality","Haarlem","@gemeentehaarlem"
"netherlands","municipality","Haarlemmerliede en Spaarnwoude","@GemeenteHenS"
"netherlands","municipality","Haarlemmermeer","	@haarlemmermeer"
"netherlands","municipality","Halderberge","@Halderberge"
"netherlands","municipality","Hardenberg","	@gemhardenberg"
"netherlands","municipality","Harderwijk","@gemharderwijk"
"netherlands","municipality","Hardinxveld-Giessendam","	@GemHG"
"netherlands","municipality","Haren","	@GemHaren"
"netherlands","municipality","Harlingen","@Gem_Harlingen"
"netherlands","municipality","Hattem","@gem_Hattem"
"netherlands","municipality","Heemskerk","@gem_heemskerk"
"netherlands","municipality","Heemstede","@Heemstede"
"netherlands","municipality","Heerde","	@gem_Heerde"
"netherlands","municipality","Heerenveen","@Heerenveen"
"netherlands","municipality","Heerhugowaard","@GemHHW"
"netherlands","municipality","Heerlen","@gemeenteheerlen"
"netherlands","municipality","Heeze-Leende","@Gem_HeezeLeende"
"netherlands","municipality","Heiloo","@gemeente_Heiloo"
"netherlands","municipality","Hellendoorn","@HELLENDOORNnl	"
"netherlands","municipality","Hellevoetsluis","	@gemeenteHsluis"
"netherlands","municipality","Helmond","@gemeenteHelmond"
"netherlands","municipality","Hendrik-Ido-Ambacht","	@gemeentehia"
"netherlands","municipality","Hengelo","@gemeentehengelo"
"netherlands","municipality","Het Bildt","@Gem_het_Bildt"
"netherlands","municipality","Heumen","	@gemeente_heumen"
"netherlands","municipality","Heusden","@gemheusden"
"netherlands","municipality","Hillegom","@gem__hillegom	"
"netherlands","municipality","Hilvarenbeek","@gemeenteHbeek"
"netherlands","municipality","Hilversum","@GemeenteHsum"
"netherlands","municipality","Hof van Twente","	@gemhofvantwente"
"netherlands","municipality","Hollands Kroon","@HollandsKroon"
"netherlands","municipality","Hoogeveen","	@GemHoogeveen"
"netherlands","municipality","Hoogezand-Sappemeer","@gemeenteHS"
"netherlands","municipality","Hoorn","@Gemeente_Hoorn"
"netherlands","municipality","Horst aan de Maas","@gemeenteHadM"
"netherlands","municipality","Houten","	@gemHouten"
"netherlands","municipality","Huizen","@Gemeente_Huizen"
"netherlands","municipality","Hulst","	@gemeentehulst"
"netherlands","municipality","IJsselstein","@gem_ijsselstein"
"netherlands","municipality","Kaag en Braassem","	@KaagenBraassem"
"netherlands","municipality","Kampen","	@gemKampen"
"netherlands","municipality","Kapelle","@Gem_Kapelle"
"netherlands","municipality","Katwijk","@gemeentekatwijk"
"netherlands","municipality","Kerkrade","@Gem_Kerkrade"
"netherlands","municipality","Koggenland","@koggenland"
"netherlands","municipality","Kollumerland en Nieuwkruisland","@kollumerlandca"
"netherlands","municipality","Korendijk","@korendijknieuws"
"netherlands","municipality","Krimpen aan den IJssel","	@gemkadij"
"netherlands","municipality","Krimpenerwaard","@Krimpenerwaard"
"netherlands","municipality","Laarbeek","@Laarbeeknieuws"
"netherlands","municipality","Landerd","@gemlanderd"
"netherlands","municipality","Landgraaf","@gem_landgraaf"
"netherlands","municipality","Landsmeer","@Gem_Landsmeer"
"netherlands","municipality","Langedijk","@GemLdijk"
"netherlands","municipality","Lansingerland","@Lansingerland"
"netherlands","municipality","Laren","	@Gem_Laren"
"netherlands","municipality","Leek","@gem_Leek"
"netherlands","municipality","Leerdam","	@Leerdam"
"netherlands","municipality","Leeuwarden","@Gemeente_Lwd"
"netherlands","municipality","Leeuwarderadeel","@GemeenteLdeel"
"netherlands","municipality","Leiden","	@GemeenteLeiden"
"netherlands","municipality","Leiderdorp","	@Leiderdorpinfo"
"netherlands","municipality","Leidschendam-Voorburg","@Gemeente_LV"
"netherlands","municipality","Lelystad","@gem_Lelystad"
"netherlands","municipality","Leudal","	@gemeenteleudal"
"netherlands","municipality","Leusden","@Gem_Leusden"
"netherlands","municipality","Lingewaal","	@GemLingewaal"
"netherlands","municipality","Lingewaard","	@LingewaardGem"
"netherlands","municipality","Lisse","@GemLisse"
"netherlands","municipality","Littenseradiel","	@Keatsebaen1"
"netherlands","municipality","Lochem","	@GemLochem"
"netherlands","municipality","Loon op Zand","@gemeenteloz"
"netherlands","municipality","Lopik","@GemLopik"
"netherlands","municipality","Loppersum","	@GemLoppersum	"
"netherlands","municipality","Losser","@GemeenteLosser"
"netherlands","municipality","Maasdriel","@Gem_Maasdriel"
"netherlands","municipality","Maasgouw","	@Gem_Maasgouw"
"netherlands","municipality","Maassluis","	@Gem_Maassluis"
"netherlands","municipality","Maastricht","@uitMaastricht"
"netherlands","municipality","Marum","	@GemMarum"
"netherlands","municipality","Medemblik","	@GemMedemblik"
"netherlands","municipality","Meerssen","@GemMeerssen"
"netherlands","municipality","Menameradiel","	@Menameradiel"
"netherlands","municipality","Menterwolde","@mentergem"
"netherlands","municipality","Meppel","	@GemeenteMeppel"
"netherlands","municipality","Middelburg","	@Gem_Middelburg"
"netherlands","municipality","Midden-Delfland","@Midden_Delfland"
"netherlands","municipality","Midden-Drenthe","	@Midden_Drenthe"
"netherlands","municipality","Mill en Sint Hubert","	@gemeenteMill"
"netherlands","municipality","Moerdijk","@Moerdijkse_stem"
"netherlands","municipality","Molenwaard","@Gem_Molenwaard"
"netherlands","municipality","Montferland","	@gem_montferland"
"netherlands","municipality","Montfoort","	@Gem_Montfoort"
"netherlands","municipality","Mook en Middelaar","	@MookMiddelaar"
"netherlands","municipality","Neder-Betuwe","@GemNeder_Betuwe"
"netherlands","municipality","Nederweert","@GemNederweert"
"netherlands","municipality","Neerijnen","@neerijnen_nl"
"netherlands","municipality","Nieuwegein","	@Gem_Nieuwegein"
"netherlands","municipality","Nieuwkoop","	@gemnieuwkoop"
"netherlands","municipality","Nijkerk","@gemeenteNijkerk"
"netherlands","municipality","Nijmegen","@gem_Nijmegen"
"netherlands","municipality","Nissewaard","@gemNissewaard"
"netherlands","municipality","Noord-Beveland","@Gem_NrdBeveland"
"netherlands","municipality","Noordenveld","	@Noordenveld"
"netherlands","municipality","Noordoostpolder","@GemeenteNOP"
"netherlands","municipality","Noordwijk","	@NoordwijkZH"
"netherlands","municipality","Noordwijkerhout","	@noordwijkerhout"
"netherlands","municipality","Nuenen, Gerwen en Nederwetten","@gemeentenuenen"
"netherlands","municipality","Nunspeet","@gem_nunspeet"
"netherlands","municipality","Nuth","	@Nuthinfo"
"netherlands","municipality","Oegstgeest","@gem_oegstgeest"
"netherlands","municipality","Oirschot","@gem_oirschot"
"netherlands","municipality","Oisterwijk","	@gem_oisterwijk"
"netherlands","municipality","Oldambt","@gemeenteoldambt"
"netherlands","municipality","Oldebroek","	@gem_Oldebroek"
"netherlands","municipality","Oldenzaal","	@StadOldenzaal"
"netherlands","municipality","Olst-Wijhe","	@GemOlstWijhe"
"netherlands","municipality","Ommen","	@gemeenteommen"
"netherlands","municipality","Onderbanken","	@Gem_Onderbanken"
"netherlands","municipality","Oost Gelre","@Gem_OostGelre"
"netherlands","municipality","Oosterhout","	@Gem_Oosterhout"
"netherlands","municipality","Ooststellingwerf","	@Owerf"
"netherlands","municipality","Oostzaan","	@OVERoostzaan"
"netherlands","municipality","Opmeer","@gem_opmeer"
"netherlands","municipality","Opsterland","@Opsterland"
"netherlands","municipality","Oss","	@gemeenteoss"
"netherlands","municipality","Oud-Beijerland","	@gemeenteOBL"
"netherlands","municipality","Oude IJsselstreek","@Gem_OIJ"
"netherlands","municipality","Ouder-Amstel","@Ouder_Amstel"
"netherlands","municipality","Oudewater","@GemOudewater"
"netherlands","municipality","Overbetuwe","@Gem_Overbetuwe"
"netherlands","municipality","Papendrecht","	@PapendrechtGem"
"netherlands","municipality","Peel en Maas","@gempeelenmaas"
"netherlands","municipality","Pekela","@Gemeente_Pekela"
"netherlands","municipality","Pijnacker-Nootdorp","@PijnackerNootdp"
"netherlands","municipality","Purmerend","@gempurmerend"
"netherlands","municipality","Putten","@gem_putten"
"netherlands","municipality","Raalte","@GemeenteRaalte"
"netherlands","municipality","Reimerswaal","@gem_reimerswaal"
"netherlands","municipality","Renkum","	@Gem_Renkum"
"netherlands","municipality","Renswoude","	@gem_Renswoude"
"netherlands","municipality","Reusel-De Mierden","@gemeenteRDM"
"netherlands","municipality","Rheden","	@gemeenteRheden"
"netherlands","municipality","Rhenen","	@Gemeente_Rhenen"
"netherlands","municipality","Ridderkerk","	@gem_Ridderkerk"
"netherlands","municipality","Rijnwaarden","@Gem_Rijnwaarden"
"netherlands","municipality","Rijssen-Holten","@gmrijssenholten"
"netherlands","municipality","Rijswijk","	@Gem_Rijswijk"
"netherlands","municipality","Roerdalen","@Roerdalennieuws"
"netherlands","municipality","Roermond","@roermondnieuws"
"netherlands","municipality","Roosendaal","@gem_roosendaal"
"netherlands","municipality","Rotterdam","@rotterdam"
"netherlands","municipality","Rozendaal","	@Rozendaal_GLD"
"netherlands","municipality","Rucphen","@gemrucphen"
"netherlands","municipality","s-Hertogenbosch","@14_073"
"netherlands","municipality","Schagen","@SchagenGemeente"
"netherlands","municipality","Scherpenzeel","@_Scherpenzeel"
"netherlands","municipality","Schiedam","@schiedam_nl	"
"netherlands","municipality","Schiermonnikoog","	@gemeenteschier"
"netherlands","municipality","Schijndel","@Gem_Schijndel"
"netherlands","municipality","Schinnen","@InfoSchinnen	"
"netherlands","municipality","Schouwen-Duiveland","	@gemeentesd"
"netherlands","municipality","Simpelveld","@GemSimpelveld"
"netherlands","municipality","Sint Anthonis","@SintAnthonisNB"
"netherlands","municipality","Sint-Michielsgestel","	@gem_StmGestel"
"netherlands","municipality","Sint-Oedenrode","@sint_oedenrode"
"netherlands","municipality","Sittard-Geleen","@sittardgeleen"
"netherlands","municipality","Sliedrecht","@Sliedrechtgem"
"netherlands","municipality","Slochteren","@SlochterenGem"
"netherlands","municipality","Sluis","	@gemsluis	"
"netherlands","municipality","Smallingerland","@_Smallingerland"
"netherlands","municipality","Soest","@gemeentesoest"
"netherlands","municipality","Someren","@gemsomeren	"
"netherlands","municipality","Son en Breugel","@GemSonenBreugel"
"netherlands","municipality","Stadskanaal","@stadskanaal_nl"
"netherlands","municipality","Staphorst","@G_Staphorst"
"netherlands","municipality","Stede Broec","@Gemstedebroec"
"netherlands","municipality","Steenbergen","	@gemeentestb"
"netherlands","municipality","Steenwijkerland","@Steenwijkerland"
"netherlands","municipality","Stein","	@Gemeente_Stein"
"netherlands","municipality","Stichtse Vecht","	@StichtseVecht"
"netherlands","municipality","Strijen","	@GemeenteStrijen"
"netherlands","municipality","Sudwest Fryslan","@SWFryslan"
"netherlands","municipality","Ten Boer",
"netherlands","municipality","Terneuzen","@Gem_Terneuzen"
"netherlands","municipality","Terschelling","@TerschellingGem"
"netherlands","municipality","Texel","@gemeentetxl"
"netherlands","municipality","Teylingen","	@gem_teylingen"
"netherlands","municipality","Tholen","@Gemeente_Tholen"
"netherlands","municipality","Tiel","@gemTiel"
"netherlands","municipality","Tilburg","	@gemeentetilburg"
"netherlands","municipality","Tubbergen","@Gem_Tubbergen"
"netherlands","municipality","Twenterand","@gemtwenterand"
"netherlands","municipality","Tynaarlo","@Kornoeljeplein1"
"netherlands","municipality","Tytsjerksteradiel","	@tdiel"
"netherlands","municipality","Uden","@gemUden"
"netherlands","municipality","Uitgeest","@gem_Uitgeest"
"netherlands","municipality","Uithoorn","	@Gem_Uithoorn"
"netherlands","municipality","Urk","@Gemeente_Urk"
"netherlands","municipality","Utrecht","	@GemeenteUtrecht"
"netherlands","municipality","Utrechtse Heuvelrug","@gem_heuvelrug"
"netherlands","municipality","Vaals","	@gemvaals"
"netherlands","municipality","Valkenburg aan de Geul","	@gemvalkenburg"
"netherlands","municipality","Valkenswaard","	@_Valkenswaard"
"netherlands","municipality","Veendam","@gemeenteveendam"
"netherlands","municipality","Veenendaal","	@gemVeenendaal"
"netherlands","municipality","Veere","@Gemeente_Veere"
"netherlands","municipality","Veghel","	@gemVeghel"
"netherlands","municipality","Veldhoven","	@GemeenteVhn"
"netherlands","municipality","Velsen","@gemvelsen"
"netherlands","municipality","Venlo","	@gemeentevenlo"
"netherlands","municipality","Venray","	@Gemeente_Venray"
"netherlands","municipality","Vianen","@Vianen"
"netherlands","municipality","Vlaardingen","	@VolgVlaardingen"
"netherlands","municipality","Vlagtwedde","	@vlagtwedde"
"netherlands","municipality","Vlieland","@gem_vlieland"
"netherlands","municipality","Vlissingen","	@gem_vlissingen"
"netherlands","municipality","Voerendaal","	@Voerendaal"
"netherlands","municipality","Voorschoten","@GemeenteVSN"
"netherlands","municipality","Voorst","@gemeente_Voorst"
"netherlands","municipality","Vught","	@Vught"
"netherlands","municipality","Waalre","	@Waalregemeente"
"netherlands","municipality","Waalwijk","@Gem_Waalwijk"
"netherlands","municipality","Waddinxveen","	@gemeenteWveen"
"netherlands","municipality","Wageningen","@Gem_Wageningen"
"netherlands","municipality","Wassenaar","@Gem_Wassenaar"
"netherlands","municipality","Waterland","	@gem_waterland"
"netherlands","municipality","Weert","@gemeenteweert"
"netherlands","municipality","Weesp","@Weesp"
"netherlands","municipality","Werkendam","@gem_Werkendam"
"netherlands","municipality","West Maas en Waal","@gemeenteWMW"
"netherlands","municipality","Westerveld","@gem_westerveld"
"netherlands","municipality","Westervoort","@Westervoort"
"netherlands","municipality","Westland","@GemWestland"
"netherlands","municipality","Weststellingwerf","@Westwerf"
"netherlands","municipality","Westvoorne","@GemWestvoorne"
"netherlands","municipality","Wierden","	@GemWierden"
"netherlands","municipality","Wijchen","	@GemWijchen"
"netherlands","municipality","Wijdemeren","@gemwijdemeren"
"netherlands","municipality","Wijk bij Duurstede","@GemWbDuurstede"
"netherlands","municipality","Winsum","@gemeente_Winsum"
"netherlands","municipality","Winterswijk","	@Gem_Winterswijk"
"netherlands","municipality","Woensdrecht","@GemWoensdrecht"
"netherlands","municipality","Woerden","@gemeentewoerden"
"netherlands","municipality","Wormerland","@OVERwormerland"
"netherlands","municipality","Woudenberg","	@GemWoudenberg"
"netherlands","municipality","Woudrichem","@gmteWoudrichem"
"netherlands","municipality","Zaanstad","@GemZaanstad"
"netherlands","municipality","Zaltbommel","@gem_zaltbommel"
"netherlands","municipality","Zandvoort","@ZandvoortaanZee"
"netherlands","municipality","Zederik","	@GemZederik"
"netherlands","municipality","Zeewolde","@gemzeewolde"
"netherlands","municipality","Zeist","@gemeentezeist"
"netherlands","municipality","Zevenaar","	@Zevenaar"
"netherlands","municipality","Zoetermeer","	@gemZoetermeer"
"netherlands","municipality","Zoeterwoude","@Gem_Zoeterwoude"
"netherlands","municipality","Zuidhorn","	@GemeenteZhorn"
"netherlands","municipality","Zuidplas","@Zuidplas"
"netherlands","municipality","Zundert","	@gem_zundert"
"netherlands","municipality","Zutphen","	@gem_Zutphen"
"netherlands","municipality","Zwartewaterland","@Gemeente_ZWL"
"netherlands","municipality","Zwijndrecht","	@gemzwijndrecht"
"netherlands","municipality","Zwolle","	@Gemeente_Zwolle"
